[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||current_time=2020-07-04 16:36:28||cspanid=||spanid=9fa83fe9380704bb||level=sql||source=/Users/apple/go/src/github.com/go_gateway/dao/service_info.go:36||proc_time=0.000000000||sql=SELECT * FROM `gateway_service_info`  WHERE (is_delete=0) ORDER BY id desc LIMIT 99999 OFFSET 0||affected_row=27||traceid=c0a800655f003f8cb70821be104dc7b0
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||sql=SELECT count(*) FROM `gateway_service_info`  WHERE (is_delete=0) LIMIT 99999 OFFSET 0||traceid=c0a800655f003f8cb70821be104dc7b0||spanid=9fa83fe9380704bb||level=sql||source=/Users/apple/go/src/github.com/go_gateway/dao/service_info.go:39||current_time=2020-07-04 16:36:28||proc_time=0.000000000||affected_row=0||cspanid=
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||cspanid=||spanid=9fa83fe9268447a4||source=/Users/apple/go/src/github.com/go_gateway/dao/service_http_rule.go:28||current_time=2020-07-04 16:36:28||proc_time=0.000000000||traceid=c0a800655f003f8c9ad021be697f48b0||level=sql||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '64')||affected_row=0
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||traceid=c0a800655f003f8cbfc021be6cffa2b0||level=sql||source=/Users/apple/go/src/github.com/go_gateway/dao/service_grpc_rule.go:24||current_time=2020-07-04 16:36:28||proc_time=0.000000000||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '64')||affected_row=0||cspanid=||spanid=9fa83fe930b95ff1
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||source=/Users/apple/go/src/github.com/go_gateway/dao/service_tcp_rule.go:24||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '64')||affected_row=1||cspanid=||spanid=9fa83fe925845c95||level=sql||current_time=2020-07-04 16:36:28||proc_time=0.000000000||traceid=c0a800655f003f8ccc2821be3a768bb0
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||proc_time=0.000000000||spanid=9fa83fe92e3108da||traceid=c0a800655f003f8c4fd821be02070fb0||cspanid=||level=sql||source=/Users/apple/go/src/github.com/go_gateway/dao/service_access_control.go:27||current_time=2020-07-04 16:36:28||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '64')||affected_row=1
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||level=sql||proc_time=0.000000000||affected_row=1||traceid=c0a800655f003f8ccd8821be84c47fb0||cspanid=||spanid=9fa83fe92606cd2b||source=/Users/apple/go/src/github.com/go_gateway/dao/service_load_balance.go:49||current_time=2020-07-04 16:36:28||sql=SELECT * FROM `gateway_service_load_balance`  WHERE (`gateway_service_load_balance`.`service_id` = '64')
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||level=sql||source=/Users/apple/go/src/github.com/go_gateway/dao/service_http_rule.go:28||sql=SELECT * FROM `gateway_service_http_rule`  WHERE (`gateway_service_http_rule`.`service_id` = '62')||traceid=c0a800655f003f8cd7d821bec34c36b0||cspanid=||spanid=9fa83fe9592e17f7||current_time=2020-07-04 16:36:28||proc_time=0.000000000||affected_row=1
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||proc_time=0.000000000||sql=SELECT * FROM `gateway_service_grpc_rule`  WHERE (`gateway_service_grpc_rule`.`service_id` = '62')||affected_row=0||cspanid=||level=sql||source=/Users/apple/go/src/github.com/go_gateway/dao/service_grpc_rule.go:24||current_time=2020-07-04 16:36:28||traceid=c0a800655f003f8cb56021be4419dbb0||spanid=9fa83fe94dba7b0f
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||spanid=9fa83fe9079143f7||source=/Users/apple/go/src/github.com/go_gateway/dao/service_tcp_rule.go:24||proc_time=0.000000000||sql=SELECT * FROM `gateway_service_tcp_rule`  WHERE (`gateway_service_tcp_rule`.`service_id` = '62')||affected_row=0||traceid=c0a800655f003f8c971821be22b029b0||level=sql||current_time=2020-07-04 16:36:28||cspanid=
[INFO][2020-07-04T16:36:28.344][log.go:58] _com_mysql_success||level=sql||proc_time=0.000000000||sql=SELECT * FROM `gateway_service_access_control`  WHERE (`gateway_service_access_control`.`service_id` = '62')||cspanid=||spanid=9fa83fe94542c292||source=/Users/apple/go/src/github.com/go_gateway/dao/service_access_control.go:27||current_time=2020-07-04 16:36:28||affected_row=1||traceid=c0a800655f003f8c95f821be2d968db0
